latitude_standardized,longitude_standardized,elevation,slope,aspect,soil_id,landcover_class,label,sample_type
23.005587,92.720192,383.990478515625,31.52484130859375,241.4917449951172,3665.0,10.0,1,landslide
26.193278,94.295222,906.0376586914062,10.414995193481444,143.16616821289062,4276.0,10.0,1,landslide
27.81975,94.138722,1369.578125,30.75627517700196,164.9766387939453,11839.0,30.0,1,landslide
28.19324335979172,93.50975627251592,1621.4232177734375,44.45748901367188,247.7510528564453,11864.0,10.0,0,background
23.469833,93.314889,1397.9122314453125,25.61756896972656,110.9026336669922,4301.0,10.0,1,landslide
28.31073888357907,91.5882386235912,4923.220703125,7.07798957824707,339.6581115722656,11705.0,30.0,0,background
23.809700887671475,89.09717523393523,10.456364631652832,0.720634937286377,355.0942077636719,3709.0,40.0,0,background
25.156,93.018,591.6456909179688,12.25070095062256,205.7049865722656,4276.0,10.0,1,landslide
23.322363,92.854689,947.6447143554688,28.72043800354004,263.5184631347656,4301.0,10.0,1,landslide
29.36653655977981,88.55075536340266,4163.4091796875,37.52340316772461,191.65484619140625,11748.0,30.0,0,background
27.74641475201889,97.37269471329404,968.5523071289062,33.34208297729492,98.73442840576172,4362.0,10.0,0,background
25.951106,91.968889,557.1459350585938,23.06609344482422,341.9124450683594,3814.0,10.0,1,landslide
23.408528,93.361278,1277.6832275390625,20.59156608581543,3.4310390949249268,4301.0,10.0,1,landslide
24.2353594487556,89.98389391102562,12.04971408843994,2.7201192378997803,3.322304964065552,3707.0,40.0,0,background
22.96402568470714,93.44468542206126,1192.3822021484375,14.825154304504396,52.861324310302734,4301.0,10.0,0,background
23.533560662604746,91.05868815970364,5.473652362823486,5.762996673583984,136.3990020751953,3707.0,10.0,0,background
24.8385,94.357083,1535.5250244140625,37.0281982421875,286.6426696777344,4301.0,10.0,1,landslide
25.61092,94.20064,1219.350341796875,35.995704650878906,75.90756225585938,4276.0,10.0,1,landslide
26.722722,95.043361,514.8379516601562,22.63995742797852,273.9842529296875,4276.0,10.0,1,landslide
26.195306,91.765639,83.46110534667969,20.7150936126709,113.19959259033205,3650.0,50.0,1,landslide
27.834554490688976,94.84431284718318,343.9855651855469,22.22813034057617,15.210880279541016,11775.0,10.0,0,background
25.11219,92.86881,235.171875,21.39280891418457,292.7086486816406,4276.0,30.0,1,landslide
25.66969,94.06267,1415.4193115234375,36.88198471069336,183.9210205078125,4276.0,10.0,1,landslide
27.456278,92.109556,3020.96337890625,32.935142517089844,195.113021850586,11879.0,60.0,1,landslide
29.097407652699477,92.00028988498502,5164.822265625,18.81087684631348,65.9061050415039,11727.0,30.0,0,background
28.199348460550773,94.24821343247808,1927.08056640625,27.13396453857422,102.8564682006836,11864.0,10.0,0,background
23.397417,93.385722,1045.736083984375,12.617700576782228,23.11610984802246,4301.0,60.0,1,landslide
27.193425,93.780983,220.712158203125,51.81885528564453,20.140913009643555,11775.0,10.0,1,landslide
22.883968,92.735397,860.281982421875,38.88793182373047,179.5855712890625,3665.0,10.0,1,landslide
26.22642427727153,94.9072602952972,1820.1922607421875,22.319581985473636,96.87335968017578,4276.0,10.0,0,background
22.787198976393523,95.50758392719688,105.4395980834961,0.7482132911682129,211.6196136474609,4426.0,40.0,0,background
26.175023924161437,94.9961076717515,1154.111328125,31.943992614746094,184.71376037597656,4301.0,30.0,0,background
25.517013598587333,91.00731912235368,788.2765502929688,7.32140588760376,107.48028564453124,3647.0,30.0,0,background
25.175056,93.020417,567.402587890625,22.488279342651367,91.61023712158205,4276.0,10.0,1,landslide
28.253915,95.578439,439.50592041015625,18.20315170288086,187.66342163085932,11775.0,10.0,1,landslide
24.615083,93.696844,1460.066650390625,27.67427444458008,165.75140380859375,4276.0,30.0,1,landslide
