latitude_standardized,longitude_standardized,elevation,slope,aspect,soil_id,landcover_class,label,sample_type,distance_to_nearest_landslide_m,all_features_available
25.291588298140393,95.46560443700366,202.31480407714844,7.342641830444336,354.1797180175781,4276.0,10.0,0,background,66761.26925035173,True
27.23026021794523,96.22738127920245,986.563720703125,26.079988479614258,182.74755859375,4276.0,10.0,0,background,8351.137829736499,True
29.31716763727567,89.34759613098885,3799.347412109375,0.2955906093120575,180.75425720214844,11356.0,30.0,0,background,181534.75528753037,True
27.895482289577153,95.35025731791318,141.2898406982422,0.3426383435726166,251.5359649658203,3650.0,10.0,0,background,13484.226658971731,True
28.950737416364515,91.83718221809323,4059.77197265625,38.153533935546875,275.6438293457031,11759.0,30.0,0,background,149727.56665186025,True
28.170712099531226,94.29478608072598,2358.873779296875,20.762998580932617,159.5594024658203,11879.0,10.0,0,background,9237.279508143549,True
23.704290413385827,92.49072778944598,906.9375610351562,3.161807060241699,318.61993408203125,3665.0,10.0,0,background,1583.8771533378717,True
22.478629420781314,93.49126308314251,2184.656005859375,17.555490493774414,272.2037658691406,4301.0,10.0,0,background,38179.769831436024,True
26.737482993415487,95.94868054793324,1657.20263671875,41.372066497802734,30.426490783691406,4276.0,10.0,0,background,39808.3151361713,True
24.658944760974013,95.32278966076836,261.6244812011719,5.469228267669678,186.09886169433594,4282.0,10.0,0,background,74077.59117370652,True
28.698408409916482,97.23628221955413,4023.09033203125,31.551708221435547,334.65130615234375,11000.0,10.0,0,background,74193.77436324587,True
23.459790308889758,95.50545147366385,171.8019561767578,0.7763347625732422,252.69064331054688,4282.0,40.0,0,background,147208.11484993825,True
22.328528243404214,92.7004890335433,367.3013916015625,31.105134963989258,105.04225158691406,3665.0,10.0,0,background,1092.3988351271964,True
27.12286714931841,89.88860542860793,2421.01220703125,11.812448501586914,212.7010498046875,3651.0,10.0,0,background,45395.915802045056,True
24.778447795261517,91.43242822324336,4.801862716674805,0.24566949903964996,129.29946899414062,3707.0,90.0,0,background,42696.65399254742,True
23.42103519313214,92.72600230148227,909.3043823242188,33.331642150878906,296.9767150878906,3665.0,10.0,0,background,757.1725529551971,True
25.567786946694504,89.66929354801924,23.4338436126709,0.3053695559501648,334.8105773925781,3707.0,40.0,0,background,29187.54365938782,True
27.023604960118828,90.54218414145795,871.2285766601562,31.115978240966797,181.17103576660156,3651.0,10.0,0,background,70058.4881209831,True
28.24508647043378,92.43436726985098,3956.416259765625,23.355070114135742,156.14169311523438,11752.0,60.0,0,background,70279.290908657,True
28.035732681226015,95.99033821255681,288.7623291015625,4.995776176452637,98.00234985351562,3637.0,10.0,0,background,21486.17153066397,True
24.16246077947683,91.98730541127156,52.80718994140625,7.378290176391602,256.06964111328125,3701.0,10.0,0,background,18275.20786816242,True
23.048143627069823,94.64245953577478,200.12940979003906,7.032337188720703,178.6247100830078,4282.0,10.0,0,background,107125.2821846396,True
22.055217023132542,90.29917382227597,5.178794860839844,1.9956990480422974,323.3086853027344,3762.0,40.0,0,background,180441.42123188282,True
26.98638142444024,95.58231939751924,940.1198120117188,27.425180435180664,193.23477172851562,4276.0,10.0,0,background,4501.20452715385,True
27.85546773266476,94.84648840763701,466.4795837402344,9.056419372558594,190.78965759277344,11790.0,10.0,0,background,3266.952369395092,True
26.265558969646705,92.63024197984507,72.10489654541016,10.991037368774414,211.89915466308594,3637.0,10.0,0,background,16749.51466872178,True
22.8589755515198,89.75817298314891,1.0,0.4885873794555664,270.0,3836.0,40.0,0,background,196107.42554331612,True
25.533221546073495,94.51562665611425,850.125244140625,19.127513885498047,267.6371765136719,4276.0,10.0,0,background,5293.686665958621,True
27.737491430620192,93.5871249583307,1365.741943359375,26.292125701904297,47.00751495361328,11790.0,10.0,0,background,3208.4325873034063,True
26.15184550493497,94.21246488000531,483.7533874511719,18.151792526245117,240.0140380859375,4276.0,10.0,0,background,2818.3184881868647,True
24.27962573546959,93.53286444670871,1422.7965087890625,9.098226547241211,232.02943420410156,4301.0,10.0,0,background,5585.123873701062,True
25.27538041924272,88.77736051111145,23.78892707824707,0.9681410789489746,178.80838012695312,3707.0,40.0,0,background,123769.09345761094,True
25.06396482793477,90.43126205537577,12.188591003417969,0.514277994632721,15.766757011413574,3707.0,40.0,0,background,19976.41405973037,True
23.754546143990055,96.18062765941349,88.16403198242188,0.5545111298561096,101.55682373046875,4282.0,40.0,0,background,196330.68310810224,True
26.964373860451712,91.14234381990015,1332.8787841796875,40.242435455322266,15.372864723205566,3651.0,10.0,0,background,70738.32992850708,True
27.8792365682981,93.51328937107151,1060.51416015625,30.55644989013672,56.1454963684082,11864.0,10.0,0,background,3920.1789121670113,True
25.047901460800528,94.47882186294649,1297.63330078125,7.258999347686768,148.06796264648438,4301.0,30.0,0,background,4046.8464362088266,True
23.25229689930778,95.8261834619943,217.46090698242188,4.016938209533691,177.2241973876953,4282.0,10.0,0,background,186140.07864246212,True
22.675358955817313,88.70440865820474,3.6511495113372803,0.7413064241409302,159.8910369873047,3758.0,10.0,0,background,300186.0494125901,True
25.464079226885406,95.00123415536805,1407.6802978515625,21.520618438720703,124.37681579589844,4276.0,10.0,0,background,17133.83887152667,True
25.75783581327523,89.95144601130242,25.135793685913086,0.08958222717046738,253.64572143554688,3750.0,80.0,0,background,6140.8083862815665,True
