elevation,slope,aspect,soil_id,landcover_class,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_15d,rainfall_30d,label
1617.9873046875,19.330665588378903,78.48773193359375,4301.0,30.0,44.6630859375,44.6630859375,56.49906677007675,66.33580341935158,166.77863362431526,0
990.5125732421876,27.76064109802246,292.2981872558594,3665.0,10.0,10.891241073608398,40.28853797912598,63.73694133758545,228.87560510635376,402.4348909854889,1
1079.9267578125,23.15148162841797,41.33177947998047,4301.0,10.0,0.4086943864822387,108.09909355640411,155.151970744133,186.76670444011688,288.74202363193035,0
120.56568908691406,2.8772754669189453,280.53448486328125,3683.0,10.0,0.9806843400001526,60.86031919717789,271.8603726029396,392.0359018445015,497.2309062480927,0
1445.709716796875,13.912297248840332,239.4311370849609,3646.0,50.0,64.58702850341797,104.67656517028809,158.76280546188354,230.82746994495392,572.7589026689529,1
318.39263916015625,4.415086269378662,331.3742980957031,7001.0,50.0,0.3632566630840301,93.56743642687798,178.41237661242485,270.36415538191795,429.2355873212218,1
51.64142227172852,0.307250827550888,189.8984375,3703.0,40.0,119.1610870361328,174.37845134735107,224.71615409851077,868.215784072876,1199.982994377613,0
20.5100326538086,0.3508709967136383,107.52794647216795,6997.0,40.0,0.0,10.029379844665527,177.05087184906006,191.337107360363,314.57738995552063,0
16.799421310424805,0.5511455535888672,101.2404556274414,3708.0,40.0,5.658522129058838,42.45028066635132,87.21949303150177,176.10849237442017,312.59719282388687,0
1648.3985595703125,23.469751358032227,266.4374389648437,4276.0,30.0,2.259432792663574,3.558150053024292,37.61928224563599,137.72731065750122,222.18925639986992,1
794.1651611328125,5.573641300201416,166.83660888671875,3647.0,10.0,47.12301254272461,217.69716262817383,302.48050582408905,1007.2483932971954,1320.3261077404022,0
133.93359375,0.1892804205417633,222.51046752929688,3650.0,40.0,0.0,0.0,0.0,0.0,14.388446792960169,1
1806.620361328125,18.33163070678711,128.7078399658203,4276.0,50.0,19.622175216674805,31.43616509437561,81.99560499191284,158.84711396694183,330.4751490354538,1
72.82743835449219,23.146100997924805,28.021455764770508,3648.0,30.0,65.75471496582031,108.58921241760254,127.45450854301453,213.45629781484604,305.8683080226183,1
2380.24755859375,46.296348571777344,128.94444274902344,11879.0,10.0,2.0,46.79999923706055,48.59999930858612,303.3999990224838,599.4000032246113,0
5014.9033203125,13.915162086486816,10.150110244750977,11711.0,30.0,30.32219314575196,142.1787071228027,193.2660040855408,220.2389388680458,413.5445654988289,0
662.717041015625,16.386865615844727,181.85009765625,4301.0,30.0,4.2091827392578125,17.420373916625977,31.5597475618124,162.23161302506924,371.4166620820761,1
109.28465270996094,3.8665931224823,325.0473327636719,3683.0,40.0,31.753637313842773,72.62800288200378,121.09361243247986,221.57005035877228,414.35951448976994,1
6.852211952209473,0.6771479249000549,285.3809509277344,3707.0,40.0,17.92983055114746,81.37858390808105,121.93627834320068,167.43724048137665,360.487168520689,0
2278.1162109375,29.553451538085938,293.7806396484375,11864.0,10.0,0.0,0.0,0.0,0.0,0.0,0
946.9091796875,32.874210357666016,169.9992218017578,4276.0,10.0,2.103362560272217,3.403168082237244,3.403168082237244,60.98366802930832,176.5798550248146,0
24.804288864135746,0.3350642323493957,308.4742126464844,3708.0,40.0,80.44732666015625,133.09552192687988,213.87099742889404,365.6515266597271,472.7592596709728,1
1698.6575927734375,15.16800594329834,22.56951904296875,4276.0,10.0,4.016603946685791,28.08919143676757,56.48307752609253,144.51053535938263,225.88773614168167,1
1145.7412109375,10.672196388244627,221.54708862304688,4276.0,50.0,9.450075149536133,33.5311918258667,63.943573236465454,151.59405586123466,314.5130006670952,1
180.4623107910156,5.488731384277344,24.263690948486328,3637.0,10.0,12.836102485656738,35.77359104156494,61.31356477737427,62.7167918086052,107.45302972197533,0
53.39770126342773,1.52072274684906,303.621826171875,7001.0,50.0,0.3357650637626648,10.91853493452072,40.93849831819534,73.76714119315147,159.75566437840462,1
1399.593994140625,39.5266227722168,124.86288452148438,3662.0,10.0,0.6007226705551147,40.983073234558105,93.17651057243349,327.15717828273773,654.6897282898426,0
1075.6785888671875,17.817461013793945,153.39553833007812,4276.0,50.0,56.53958511352539,90.1066083908081,95.95358610153198,160.28423690795898,278.0883677005768,1
644.3753051757812,18.432647705078125,270.1038513183594,11775.0,10.0,16.304025650024414,94.55690574645996,143.87315613031387,259.69406682252884,391.0672433376312,1
1473.3265380859375,32.3568000793457,254.3673095703125,3662.0,10.0,32.674198150634766,71.37654113769531,133.5000066757202,266.7599277496338,501.2457747459412,1
226.916244506836,13.250765800476074,191.60353088378903,6997.0,10.0,1.0940377712249756,29.85875964164734,162.66240191459656,373.4185197353363,665.7912752628326,0
333.96112060546875,13.730010986328123,291.238037109375,3814.0,10.0,15.585590362548828,151.18911361694336,244.75053215026853,412.56084352731705,1537.7214122712612,0
1410.63623046875,49.52345657348633,212.1207275390625,3662.0,10.0,54.78919219970703,100.81463623046876,204.7011785507202,391.54718923568726,710.663156747818,1
417.4084777832031,27.67924118041992,336.0464782714844,3701.0,10.0,16.24225616455078,39.247002601623535,102.9472781419754,243.92344784736636,471.1423853635788,0
175.79466247558594,25.44174194335937,32.861515045166016,11775.0,10.0,0.0,0.115666888654232,44.08643689006567,164.35708966106176,331.7849934324622,1
2563.79736328125,36.787506103515625,235.09971618652344,11864.0,10.0,13.530034065246582,13.530034065246582,19.45623344182968,65.04736000299454,337.2986210286617,0
3571.027587890625,15.03206729888916,293.2994079589844,11879.0,10.0,0.0,1.232376664876938,151.6925309598446,250.1139026582241,389.5192916989327,0
335.8134460449219,46.51467514038086,13.88074016571045,11775.0,10.0,46.87040710449219,148.8238525390625,234.29472255706787,326.11787509918213,760.5257467031479,1
38.48175430297852,0.2410872131586074,164.64376831054688,3683.0,40.0,28.612285614013672,40.96925616264343,128.4232759475708,223.4391228556633,310.8474002182484,0
1826.7259521484373,27.59085273742676,56.02335739135742,4301.0,10.0,85.54586029052734,123.26487731933594,141.30807518959045,297.3533320426941,385.7425099611282,1
2711.717529296875,23.323204040527344,20.605710983276367,3651.0,10.0,2.277458429336548,5.997212886810303,13.42838317155838,324.8464877009392,681.5835053324699,0
162.0301513671875,1.6842904090881348,204.87039184570312,3849.0,10.0,10.971378326416016,27.287150025367737,69.80006849765778,175.90266543626785,282.021635890007,0
1312.0723876953125,15.88975715637207,277.99920654296875,4301.0,10.0,31.371232986450195,67.53527688980103,84.47733008861542,183.3811312913895,295.4571381658316,1
1061.6243896484375,32.83844375610352,40.92158508300781,11790.0,10.0,0.0,0.0,0.0,0.0,0.0,1
1637.970458984375,29.973892211914062,170.74038696289062,4276.0,30.0,0.0,27.65966796875,40.62927174568176,147.65579795837402,338.99631583690643,1
1800.0015869140625,48.01810836791992,112.00715637207033,11864.0,10.0,21.01597213745117,46.12934160232544,90.14911699295044,143.52643571794033,270.4125516265631,1
8.18182373046875,3.55239200592041,103.87127685546876,6690.0,10.0,16.114154815673828,24.516836762428284,55.990428149700165,66.12002402544022,75.08072253316641,0
2307.368408203125,38.695533752441406,294.6297302246094,3651.0,10.0,21.18157768249512,114.06572914123537,322.7811870574951,407.777957201004,1141.545837804675,0
304.8196105957031,6.453155994415283,263.4756774902344,3814.0,10.0,16.179718017578125,41.478515684604645,287.398043692112,533.7328577637672,995.1748757958412,1
2444.436279296875,14.2368745803833,222.82147216796875,11864.0,10.0,16.534317016601562,25.0557753443718,46.01817554235458,285.57811015844345,611.2121159881353,1
1392.1922607421875,14.490296363830566,7.227597713470459,4276.0,40.0,2.180759191513061,23.93103814125061,57.369091868400574,184.4406454563141,336.29801070690155,1
589.8258056640625,43.89005279541016,184.1293334960937,3651.0,10.0,11.669933319091797,18.182047605514526,69.97604262828827,553.3330672979355,901.341516494751,0
789.679931640625,8.309388160705566,274.537841796875,4301.0,10.0,9.57053565979004,53.63579559326172,73.79247260093689,277.674831032753,489.8057225942612,1
